ID1 ID2 cost weight weight2
5 10 0.164657 6.073228 36.884097
5 7 0.182956 5.465785 29.874806
5 3 0.127213 7.86081 61.792338
5 0 0.264294 3.783661 14.316091
5 6 0.045598 21.931 480.968778
5 1 0.165808 6.031074 36.373859
5 2 0.146836 6.810337 46.380692
5 4 0.069967 14.292411 204.273008
5 11 0.180154 5.550807 30.811463
5 12 0.249446 4.008888 16.071183
5 14 0.23381 4.276971 18.292478
5 19 0.755449 1.323716 1.752223
5 18 0.599555 1.667902 2.781898
5 17 0.505218 1.979345 3.917806
5 15 0.362085 2.76178 7.62743
5 16 0.518168 1.929878 3.724428
6 8 0.199933 5.001679 25.016795
6 9 0.164249 6.088325 37.067702
6 13 0.291226 3.433755 11.790674
6 10 0.209381 4.775982 22.810001
6 7 0.157261 6.358875 40.435291
6 3 0.113836 8.78457 77.168665
6 0 0.250787 3.98745 15.89976
6 5 0.045598 21.931 480.968778
6 1 0.1523 6.565968 43.111932
6 2 0.133328 7.500292 56.254375
6 4 0.068691 14.558031 211.936253
6 11 0.224878 4.446857 19.774539
6 12 0.29417 3.399399 11.555911
6 14 0.278534 3.590222 12.889695
6 19 0.800173 1.249729 1.561824
6 18 0.644279 1.552122 2.409081
6 17 0.549942 1.818375 3.306487
6 15 0.406809 2.458155 6.042524
6 16 0.562891 1.776541 3.156099
1 8 0.236637 4.225886 17.858116
1 9 0.267608 3.736811 13.963754
1 13 0.392567 2.547337 6.488927
1 10 0.296591 3.371649 11.368015
1 7 0.309294 3.233172 10.453399
1 3 0.047907 20.87392 435.720551
1 0 0.099803 10.019776 100.395905
1 5 0.165808 6.031074 36.373859
1 6 0.1523 6.565968 43.111932
1 2 0.019537 51.185638 2619.96956
1 4 0.096545 10.357917 107.28645
1 11 0.326218 3.065432 9.39687
1 12 0.39551 2.52838 6.392707
1 14 0.379875 2.632447 6.929776
1 19 0.901514 1.109246 1.230426
1 18 0.74562 1.341166 1.798726
1 17 0.651282 1.535433 2.357555
1 15 0.50815 1.967924 3.872725
1 16 0.664232 1.505498 2.266525
2 8 0.217664 4.594228 21.106932
2 9 0.248636 4.021951 16.176089
2 13 0.373594 2.676699 7.164719
2 10 0.277618 3.602066 12.974877
2 7 0.290321 3.444457 11.864286
2 3 0.028934 34.561005 1194.463096
2 0 0.118023 8.472919 71.790359
2 5 0.146836 6.810337 46.380692
2 6 0.133328 7.500292 56.254375
2 1 0.019537 51.185638 2619.96956
2 4 0.077572 12.89122 166.183542
2 11 0.307246 3.254721 10.593207
2 12 0.376538 2.655776 7.053146
2 14 0.360902 2.770832 7.677511
2 19 0.882541 1.133091 1.283896
2 18 0.726648 1.376183 1.89388
2 17 0.63231 1.581503 2.501153
2 15 0.489177 2.044248 4.178951
2 16 0.64526 1.549764 2.401768
4 8 0.147367 6.785774 46.046732
4 9 0.171767 5.821835 33.893763
4 13 0.297856 3.357331 11.271675
4 10 0.207321 4.823434 23.265513
4 7 0.225684 4.430975 19.633541
4 3 0.05795 17.256279 297.779174
4 0 0.195031 5.127394 26.290168
4 5 0.069967 14.292411 204.273008
4 6 0.068691 14.558031 211.936253
4 1 0.096545 10.357917 107.28645
4 2 0.077572 12.89122 166.183542
4 11 0.231507 4.319521 18.658259
4 12 0.300799 3.32448 11.052167
4 14 0.285164 3.50676 12.297363
4 19 0.806802 1.239461 1.536263
4 18 0.650909 1.536314 2.36026
4 17 0.556571 1.796716 3.22819
4 15 0.413438 2.418739 5.850301
4 16 0.569521 1.755862 3.083052
11 8 0.131898 7.581596 57.480603
11 9 0.103927 9.622145 92.585678
11 13 0.07454 13.415666 179.980082
11 10 0.047953 20.853585 434.871996
11 7 0.255568 3.912846 15.310363
11 3 0.287624 3.476764 12.087889
11 0 0.424705 2.354577 5.544034
11 5 0.180154 5.550807 30.811463
11 6 0.224878 4.446857 19.774539
11 1 0.326218 3.065432 9.39687
11 2 0.307246 3.254721 10.593207
11 4 0.231507 4.319521 18.658259
11 12 0.077483 12.906049 166.566106
11 14 0.06579 15.199795 231.03376
11 19 0.583487 1.713835 2.937232
11 18 0.427593 2.338674 5.469394
11 17 0.333255 3.000705 9.004233
11 15 0.190123 5.259764 27.665114
11 16 0.346205 2.888463 8.34322
12 8 0.196719 5.083381 25.840766
12 9 0.17682 5.655482 31.984481
12 13 0.012081 82.771665 6851.148445
12 10 0.112774 8.867253 78.628178
12 7 0.328461 3.0445 9.268983
12 3 0.356916 2.801783 7.84999
12 0 0.493996 2.024306 4.097815
12 5 0.249446 4.008888 16.071183
12 6 0.29417 3.399399 11.555911
12 1 0.39551 2.52838 6.392707
12 2 0.376538 2.655776 7.053146
12 4 0.300799 3.32448 11.052167
12 11 0.077483 12.906049 166.566106
12 14 0.04305 23.228547 539.565384
12 19 0.51449 1.943674 3.777867
12 18 0.358596 2.788654 7.776593
12 17 0.264258 3.78418 14.320016
12 15 0.121126 8.255886 68.159652
12 16 0.277208 3.6074 13.013335
14 8 0.1913 5.227401 27.325723
14 9 0.134911 7.412309 54.94233
14 13 0.053941 18.538685 343.68286
14 10 0.107355 9.314917 86.767676
14 7 0.286552 3.489765 12.178459
14 3 0.34128 2.930144 8.585745
14 0 0.478361 2.090471 4.370069
14 5 0.23381 4.276971 18.292478
14 6 0.278534 3.590222 12.889695
14 1 0.379875 2.632447 6.929776
14 2 0.360902 2.770832 7.677511
14 4 0.285164 3.50676 12.297363
14 11 0.06579 15.199795 231.03376
14 12 0.04305 23.228547 539.565384
14 19 0.55635 1.797431 3.230759
14 18 0.400456 2.497155 6.235783
14 17 0.306118 3.266715 10.671429
14 15 0.162986 6.135514 37.64453
14 16 0.319068 3.13413 9.822773
19 8 0.702723 1.423036 2.025031
19 9 0.683935 1.462128 2.137818
19 13 0.509581 1.962397 3.851002
19 10 0.618778 1.616088 2.611742
19 7 0.835576 1.196779 1.43228
19 3 0.862919 1.158857 1.34295
19 0 1 1 1
19 5 0.755449 1.323716 1.752223
19 6 0.800173 1.249729 1.561824
19 1 0.901514 1.109246 1.230426
19 2 0.882541 1.133091 1.283896
19 4 0.806802 1.239461 1.536263
19 11 0.583487 1.713835 2.937232
19 12 0.51449 1.943674 3.777867
19 14 0.55635 1.797431 3.230759
19 18 0.160045 6.248259 39.040736
19 17 0.25124 3.980256 15.842441
19 15 0.478771 2.088682 4.36259
19 16 0.353693 2.827311 7.993686
18 8 0.546829 1.828725 3.344233
18 9 0.528041 1.893793 3.586451
18 13 0.353687 2.827358 7.993953
18 10 0.462884 2.160367 4.667187
18 7 0.679682 1.471275 2.164651
18 3 0.707025 1.414377 2.000461
18 0 0.844106 1.184685 1.403479
18 5 0.599555 1.667902 2.781898
18 6 0.644279 1.552122 2.409081
18 1 0.74562 1.341166 1.798726
18 2 0.726648 1.376183 1.89388
18 4 0.650909 1.536314 2.36026
18 11 0.427593 2.338674 5.469394
18 12 0.358596 2.788654 7.776593
18 14 0.400456 2.497155 6.235783
18 19 0.160045 6.248259 39.040736
18 17 0.095346 10.488083 109.999876
18 15 0.322877 3.097153 9.592358
18 16 0.197799 5.055632 25.559411
17 8 0.452491 2.209987 4.884042
17 9 0.433703 2.305725 5.316368
17 13 0.259349 3.855804 14.867228
17 10 0.368546 2.713362 7.362335
17 7 0.585345 1.708395 2.918615
17 3 0.612687 1.632154 2.663925
17 0 0.749768 1.333745 1.778876
17 5 0.505218 1.979345 3.917806
17 6 0.549942 1.818375 3.306487
17 1 0.651282 1.535433 2.357555
17 2 0.63231 1.581503 2.501153
17 4 0.556571 1.796716 3.22819
17 11 0.333255 3.000705 9.004233
17 12 0.264258 3.78418 14.320016
17 14 0.306118 3.266715 10.671429
17 19 0.25124 3.980256 15.842441
17 18 0.095346 10.488083 109.999876
17 15 0.228539 4.375615 19.146003
17 16 0.149045 6.709402 45.016071
15 8 0.309359 3.23249 10.448993
15 9 0.290571 3.441503 11.843945
15 13 0.116217 8.604601 74.039161
15 10 0.225414 4.43628 19.680584
15 7 0.442212 2.261358 5.113739
15 3 0.469555 2.129676 4.535518
15 0 0.606636 1.648435 2.717338
15 5 0.362085 2.76178 7.62743
15 6 0.406809 2.458155 6.042524
15 1 0.50815 1.967924 3.872725
15 2 0.489177 2.044248 4.178951
15 4 0.413438 2.418739 5.850301
15 11 0.190123 5.259764 27.665114
15 12 0.121126 8.255886 68.159652
15 14 0.162986 6.135514 37.64453
15 19 0.478771 2.088682 4.36259
15 18 0.322877 3.097153 9.592358
15 17 0.228539 4.375615 19.146003
15 16 0.224747 4.44945 19.797603
16 8 0.465441 2.148499 4.616047
16 9 0.446653 2.238875 5.01256
16 13 0.272299 3.672432 13.486755
16 10 0.381496 2.621257 6.87099
16 7 0.598294 1.671418 2.793637
16 3 0.625637 1.59837 2.554787
16 0 0.762718 1.3111 1.718983
16 5 0.518168 1.929878 3.724428
16 6 0.562891 1.776541 3.156099
16 1 0.664232 1.505498 2.266525
16 2 0.64526 1.549764 2.401768
16 4 0.569521 1.755862 3.083052
16 11 0.346205 2.888463 8.34322
16 12 0.277208 3.6074 13.013335
16 14 0.319068 3.13413 9.822773
16 19 0.353693 2.827311 7.993686
16 18 0.197799 5.055632 25.559411
16 17 0.149045 6.709402 45.016071
16 15 0.224747 4.44945 19.797603

